title                    	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	Lsym	Laa	Gravy	Aromo	
YOR053W                  	0.8505	0.0935	0.0833	0.0704	0.102	-0.294	0.125	29.37	0.134	0.451	112	113	-1.653982	0.097345	
YOR054C                  	0.4037	0.2667	0.4012	0.2148	0.134	0.058	0.447	55.28	0.369	0.430	651	674	-0.869881	0.044510	
YOR055W                  	0.3538	0.2615	0.3868	0.1881	0.117	0.127	0.457	51.40	0.379	0.454	140	144	0.656250	0.125000	
YOR056C                  	0.3739	0.2609	0.4116	0.2693	0.146	0.109	0.471	51.73	0.395	0.421	448	459	-0.862091	0.063181	
YOR057W                  	0.4948	0.1821	0.4247	0.2079	0.161	0.052	0.440	50.86	0.291	0.374	382	395	-0.753924	0.091139	
YOR058C                  	0.3960	0.1942	0.5057	0.1962	0.129	0.017	0.420	49.56	0.290	0.353	862	885	-0.679548	0.059887	
YOR059C                  	0.4162	0.2123	0.3889	0.2746	0.109	-0.025	0.401	57.89	0.359	0.380	429	450	-0.060000	0.113333	
YOR060C                  	0.3807	0.2132	0.3930	0.3022	0.093	-0.028	0.394	56.98	0.386	0.399	251	257	-0.478210	0.085603	
YOR061W                  	0.3371	0.2992	0.4333	0.2488	0.164	0.127	0.491	51.54	0.408	0.394	326	339	-0.334808	0.117994	
YOR062C                  	0.3991	0.2661	0.4033	0.2500	0.111	-0.043	0.388	60.23	0.380	0.394	258	268	-0.717910	0.119403	
YOR063W                  	0.4323	0.3498	0.2574	0.2035	0.830	0.857	0.914	26.11	0.440	0.451	373	387	-0.552972	0.087855	
YOR064C                  	0.4000	0.2062	0.3671	0.3973	0.112	0.002	0.413	52.19	0.427	0.406	213	219	-0.775343	0.073059	
YOR065W                  	0.4308	0.2806	0.3476	0.1614	0.304	0.370	0.609	41.27	0.360	0.455	297	309	-0.396117	0.103560	
YOR066W                  	0.3909	0.2659	0.3732	0.2132	0.125	0.066	0.435	53.40	0.379	0.427	609	629	-0.749126	0.054054	
YOR067C                  	0.4099	0.2133	0.3888	0.2604	0.137	0.058	0.440	52.22	0.356	0.363	554	577	0.487175	0.180243	
YOR068C                  	0.3267	0.1782	0.4409	0.2414	0.112	0.093	0.434	46.32	0.345	0.418	113	114	0.523684	0.070175	
YOR069W                  	0.3904	0.2331	0.4522	0.2369	0.137	0.061	0.445	52.39	0.350	0.396	658	675	-0.747556	0.074074	
YOR070C                  	0.4469	0.2224	0.3780	0.2288	0.121	0.038	0.432	52.89	0.343	0.407	606	637	-0.681947	0.089482	
YOR071C                  	0.4263	0.3725	0.2469	0.1560	0.292	0.365	0.627	43.71	0.436	0.427	557	598	0.247492	0.163880	
YOR072W                  	0.3011	0.3656	0.3000	0.3016	0.112	0.092	0.461	58.81	0.520	0.449	102	104	0.346154	0.182692	
YOR072WA                	0.2958	0.2676	0.3621	0.2807	0.054	-0.062	0.312	53.75	0.455	0.516	 77	 82	-1.063415	0.073171	
YOR072WB                	0.5208	0.2292	0.1765	0.3226	0.102	-0.074	0.346	46.77	0.404	0.409	 52	 53	0.322642	0.226415	
YOR073W                  	0.3846	0.2440	0.4388	0.2233	0.133	0.025	0.426	52.75	0.355	0.379	577	590	-1.067119	0.042373	
YOR073WA                	0.3881	0.2090	0.3750	0.1500	0.103	0.062	0.397	61.00	0.315	0.411	 73	 77	0.353247	0.077922	
YOR074C                  	0.4496	0.2143	0.4171	0.2292	0.194	0.149	0.493	47.00	0.328	0.398	290	304	-0.512829	0.108553	
YOR075W                  	0.4240	0.1880	0.4979	0.2791	0.152	0.045	0.459	53.44	0.321	0.340	333	346	-0.619364	0.080925	
YOR076C                  	0.4096	0.2031	0.4458	0.2607	0.132	-0.004	0.418	50.54	0.337	0.348	734	747	-0.404016	0.068273	
YOR077W                  	0.4226	0.2440	0.3699	0.2945	0.118	-0.006	0.402	61.00	0.397	0.438	224	232	-1.050862	0.073276	
YOR078W                  	0.3946	0.1429	0.4686	0.3054	0.128	-0.033	0.392	47.89	0.340	0.393	212	214	-1.263551	0.028037	
YOR079C                  	0.4317	0.1845	0.3707	0.2350	0.120	0.031	0.430	51.40	0.323	0.380	300	313	0.618211	0.089457	
YOR080W                  	0.3906	0.1753	0.4718	0.3044	0.113	-0.014	0.408	51.31	0.340	0.348	721	746	-0.357373	0.088472	
YOR081C                  	0.3410	0.3394	0.3593	0.2290	0.143	0.133	0.483	57.21	0.442	0.417	719	749	-0.310814	0.092123	
YOR082C                  	0.5437	0.2233	0.2025	0.2174	0.163	0.247	0.536	44.55	0.345	0.372	110	113	1.323894	0.203540	
YOR083W                  	0.2521	0.2436	0.3224	0.3975	0.059	-0.022	0.366	57.61	0.524	0.542	290	295	-1.153220	0.033898	
YOR084W                  	0.2767	0.4182	0.1767	0.3985	0.085	0.032	0.416	54.03	0.632	0.524	375	387	-0.307235	0.080103	
YOR085W                  	0.3299	0.3711	0.2840	0.2703	0.186	0.217	0.543	52.61	0.499	0.425	337	350	0.403429	0.131429	
YOR086C                  	0.4289	0.2505	0.3803	0.2260	0.220	0.204	0.535	45.94	0.361	0.390	1150	1186	-0.356408	0.086003	
YOR087W                  	0.4144	0.2339	0.3761	0.2727	0.149	0.070	0.449	54.17	0.377	0.385	648	675	-0.098667	0.118519	
YOR089C                  	0.3937	0.2062	0.4242	0.2549	0.148	0.176	0.512	54.59	0.351	0.417	205	210	-0.345238	0.066667	
YOR090C                  	0.3750	0.2140	0.4460	0.2267	0.136	0.089	0.456	48.94	0.340	0.396	562	572	-0.498427	0.076923	
YOR091W                  	0.2479	0.4487	0.3867	0.2851	0.221	0.275	0.577	49.75	0.526	0.457	331	345	-1.097971	0.066667	
YOR092W                  	0.4043	0.2969	0.3576	0.1501	0.181	0.153	0.497	48.45	0.364	0.409	588	613	0.090865	0.089723	
YOR093C                  	0.4375	0.2003	0.4264	0.2219	0.136	0.024	0.430	50.07	0.316	0.357	1594	1648	-0.200850	0.087379	
YOR094W                  	0.3740	0.2366	0.4460	0.2248	0.125	0.012	0.415	49.63	0.351	0.384	171	183	-0.298361	0.081967	
YOR095C                  	0.4737	0.2153	0.4070	0.1742	0.248	0.240	0.551	42.90	0.297	0.386	256	258	-0.238372	0.073643	
YOR096W                  	0.4184	0.2695	0.3558	0.2252	0.747	0.798	0.878	29.66	0.381	0.400	189	190	-0.349474	0.063158	
YOR097C                  	0.3497	0.1818	0.5113	0.1966	0.086	-0.083	0.365	47.13	0.293	0.379	167	175	-0.112571	0.091429	
YOR098C                  	0.4453	0.2097	0.3716	0.2124	0.121	0.024	0.415	49.84	0.336	0.420	1063	1076	-0.795632	0.071561	
YOR099W                  	0.4745	0.2866	0.3059	0.2446	0.246	0.198	0.532	47.66	0.393	0.412	374	393	-0.461323	0.167939	
YOR100C                  	0.4254	0.2015	0.3660	0.2172	0.131	0.098	0.453	49.80	0.336	0.419	318	327	0.031804	0.082569	
YOR101W                  	0.4516	0.2581	0.3894	0.1952	0.159	0.134	0.492	53.70	0.344	0.394	305	309	-0.826861	0.071197	
YOR102W                  	0.3488	0.2442	0.5349	0.1711	0.080	-0.147	0.327	44.18	0.309	0.348	110	116	-0.267242	0.068966	
YOR103C                  	0.4144	0.1892	0.4409	0.2469	0.156	0.053	0.445	47.09	0.320	0.344	128	130	0.683846	0.146154	
YOR104W                  	0.4823	0.2257	0.3979	0.2229	0.124	-0.001	0.422	50.57	0.327	0.388	275	282	-0.788652	0.113475	
YOR105W                  	0.2955	0.2386	0.4368	0.2615	0.060	-0.160	0.353	61.00	0.373	0.364	102	108	0.494444	0.037037	
YOR106W                  	0.2995	0.2995	0.4890	0.2500	0.136	0.106	0.489	54.79	0.393	0.402	280	283	-0.801060	0.042403	
YOR107W                  	0.3891	0.3096	0.3436	0.2783	0.118	0.007	0.418	61.00	0.438	0.417	304	309	-0.790291	0.074434	
YOR108CA                	0.4000	0.3833	0.3125	0.1000	0.176	0.268	0.576	37.55	0.409	0.396	 66	 69	-0.110145	0.072464	
YOR108W                  	0.4690	0.2479	0.3458	0.1952	0.248	0.313	0.593	44.28	0.344	0.418	585	604	-0.350497	0.079470	
YOR109W                  	0.4379	0.2020	0.4334	0.1979	0.152	0.072	0.447	48.77	0.306	0.383	1080	1107	-0.425926	0.097561	
YOR110W                  	0.4167	0.1964	0.4620	0.2027	0.125	0.013	0.415	48.87	0.303	0.404	419	435	-0.575862	0.089655	
YOR111W                  	0.4469	0.2235	0.4251	0.2411	0.146	0.033	0.458	55.87	0.329	0.365	225	232	-0.303017	0.103448	
YOR112W                  	0.3890	0.2172	0.4452	0.2042	0.122	-0.001	0.408	51.21	0.324	0.380	740	761	-0.227332	0.076216	
YOR113W                  	0.4558	0.2367	0.4155	0.2094	0.128	0.028	0.428	52.68	0.333	0.393	897	914	-1.105361	0.062363	
YOR114W                  	0.4112	0.2523	0.4429	0.2320	0.125	-0.021	0.400	54.52	0.354	0.367	280	294	-0.765306	0.102041	
YOR115C                  	0.4109	0.1832	0.4350	0.2898	0.119	0.015	0.426	50.88	0.341	0.372	258	268	-0.386194	0.074627	
YOR116C                  	0.4855	0.1871	0.3915	0.1899	0.208	0.206	0.522	43.60	0.291	0.393	1413	1460	-0.281096	0.068493	
YOR117W                  	0.4592	0.1994	0.3599	0.2516	0.195	0.184	0.507	47.92	0.348	0.412	420	434	-0.430185	0.046083	
YOR118W                  	0.3926	0.2009	0.4654	0.2382	0.134	0.029	0.424	48.66	0.328	0.374	543	567	-0.355203	0.086420	
YOR119C                  	0.4639	0.2083	0.4368	0.2422	0.181	0.047	0.445	50.15	0.324	0.367	472	484	-0.793802	0.095041	
YOR120W                  	0.4463	0.2355	0.3824	0.2130	0.209	0.211	0.536	50.17	0.341	0.404	302	312	-0.393590	0.073718	
YOR121C                  	0.4302	0.3140	0.3443	0.2182	0.176	0.158	0.505	47.69	0.402	0.366	 97	101	-0.366337	0.198020	
YOR122C                  	0.4706	0.2843	0.3163	0.1591	0.448	0.586	0.754	31.84	0.352	0.439	122	126	-0.146825	0.079365	
YOR123C                  	0.4350	0.2447	0.4655	0.2452	0.165	0.044	0.453	49.13	0.346	0.406	457	464	-1.476509	0.058190	
YOR124C                  	0.4515	0.2028	0.4256	0.2425	0.152	0.063	0.454	49.40	0.324	0.366	1249	1272	-0.539387	0.095912	
YOR125C                  	0.3830	0.2500	0.3933	0.2270	0.168	0.140	0.482	54.10	0.372	0.432	226	233	-0.307725	0.077253	
YOR126C                  	0.4222	0.2611	0.4024	0.2384	0.136	0.007	0.414	48.78	0.366	0.403	227	238	-0.364706	0.121849	
YOR127W                  	0.4421	0.1965	0.4373	0.2106	0.127	0.015	0.413	51.20	0.309	0.382	982	1007	-0.672691	0.063555	
YOR128C                  	0.4255	0.1965	0.4085	0.2054	0.179	0.209	0.527	46.71	0.314	0.403	554	571	-0.003853	0.056042	
YOR129C                  	0.4158	0.2473	0.4089	0.2348	0.129	0.011	0.421	54.85	0.357	0.371	877	893	-0.262822	0.113102	
YOR130C                  	0.3713	0.1857	0.4206	0.2667	0.096	0.021	0.416	52.44	0.350	0.417	286	292	0.213698	0.099315	
YOR131C                  	0.3415	0.2073	0.4783	0.2708	0.093	-0.069	0.369	50.29	0.354	0.393	206	218	-0.217890	0.059633	
YOR132W                  	0.3918	0.2452	0.4522	0.2067	0.140	0.097	0.464	55.17	0.341	0.405	534	551	-0.807441	0.079855	
YOR133W                  	0.4072	0.3741	0.2793	0.1873	0.804	0.797	0.879	27.31	0.444	0.445	811	842	-0.178385	0.074822	
YOR134W                  	0.4225	0.2188	0.4503	0.1848	0.118	-0.001	0.399	51.67	0.309	0.389	398	409	-0.568704	0.066015	
YOR135C                  	0.3626	0.1978	0.3953	0.3333	0.097	-0.025	0.409	49.30	0.391	0.381	110	113	0.513274	0.097345	
YOR136W                  	0.4434	0.2547	0.3581	0.1348	0.245	0.288	0.571	43.42	0.321	0.408	364	369	-0.044444	0.062331	
YOR137C                  	0.4050	0.2248	0.4413	0.2432	0.125	-0.018	0.410	50.70	0.342	0.365	603	622	-0.337781	0.110932	
YOR138C                  	0.3422	0.2719	0.3374	0.3581	0.110	0.021	0.419	55.67	0.469	0.449	654	671	-0.504173	0.081967	
YOR139C                  	0.3043	0.3130	0.3500	0.1957	0.123	0.103	0.435	54.84	0.435	0.482	124	130	0.495385	0.092308	
YOR140W                  	0.3971	0.2967	0.3040	0.2547	0.127	0.094	0.454	54.61	0.433	0.455	744	766	-0.754308	0.060052	
YOR141C                  	0.4294	0.2324	0.4301	0.2375	0.151	0.059	0.453	53.29	0.342	0.388	865	881	-0.587968	0.078320	
YOR142W                  	0.4961	0.2209	0.3603	0.1570	0.239	0.290	0.579	42.32	0.296	0.418	321	329	-0.044985	0.063830	
YOR142WA                	0.4314	0.2493	0.4164	0.1701	0.145	0.067	0.452	56.27	0.327	0.409	425	440	-0.820227	0.079545	
YOR142WB                	0.4124	0.2548	0.4644	0.1465	0.141	0.051	0.445	50.79	0.310	0.383	1709	1755	-0.638632	0.080912	
YOR143C                  	0.4389	0.2214	0.4152	0.2396	0.163	0.072	0.468	52.98	0.333	0.348	312	319	-0.232602	0.094044	
YOR144C                  	0.4167	0.2260	0.4390	0.2312	0.134	0.005	0.418	53.82	0.338	0.368	773	791	-0.573957	0.073325	
YOR145C                  	0.3784	0.2613	0.3796	0.2222	0.165	0.120	0.474	50.32	0.381	0.422	268	274	-0.498175	0.051095	
YOR146W                  	0.3226	0.2043	0.3780	0.2237	0.091	0.033	0.392	54.25	0.371	0.432	 97	101	0.859406	0.089109	
YOR147W                  	0.4155	0.2127	0.4045	0.2739	0.133	0.045	0.445	53.36	0.354	0.351	602	622	-0.249839	0.093248	
YOR148C                  	0.4488	0.2283	0.3803	0.3030	0.126	-0.079	0.383	54.18	0.383	0.384	180	185	-0.938919	0.048649	
YOR149C                  	0.3698	0.2372	0.4429	0.2170	0.121	0.036	0.425	53.18	0.350	0.366	489	516	0.308140	0.141473	
YOR150W                  	0.4309	0.2033	0.4048	0.2479	0.145	0.070	0.443	51.70	0.342	0.405	158	163	-0.578528	0.073620	
YOR151C                  	0.5146	0.1694	0.4162	0.1691	0.228	0.205	0.526	40.73	0.257	0.385	1177	1224	-0.390768	0.084150	
YOR152C                  	0.4455	0.2322	0.3889	0.2195	0.141	0.045	0.438	54.80	0.341	0.357	249	256	-0.011328	0.164062	
YOR153W                  	0.4742	0.2453	0.3651	0.1707	0.246	0.277	0.568	44.32	0.325	0.397	1446	1511	-0.124421	0.125745	
YOR154W                  	0.3918	0.2278	0.4422	0.2684	0.131	0.048	0.447	55.78	0.360	0.379	573	587	-0.506303	0.086882	
YOR155C                  	0.4380	0.1928	0.4006	0.2435	0.136	0.062	0.435	52.55	0.330	0.410	439	450	-0.396000	0.093333	
YOR156C                  	0.4150	0.2211	0.4162	0.2559	0.113	-0.035	0.397	55.59	0.352	0.397	710	726	-0.620937	0.074380	
YOR157C                  	0.3944	0.2300	0.3600	0.2692	0.179	0.210	0.531	47.11	0.386	0.436	254	261	-0.179694	0.068966	
YOR158W                  	0.3782	0.2479	0.4239	0.2687	0.155	0.101	0.466	50.61	0.383	0.367	313	318	-0.722013	0.062893	
YOR159C                  	0.2676	0.2958	0.4028	0.3500	0.116	-0.084	0.400	51.24	0.467	0.411	 90	 94	0.096809	0.063830	
YOR160W                  	0.4110	0.2023	0.4435	0.2337	0.148	0.069	0.452	48.70	0.323	0.367	944	972	0.081687	0.097737	
YOR161C                  	0.3825	0.3141	0.2514	0.2796	0.134	0.092	0.456	53.45	0.468	0.447	511	539	0.341002	0.155844	
YOR161CC                	0.2955	0.3182	0.3750	0.2500	0.067	-0.065	0.348	55.55	0.457	0.479	 46	 48	0.093750	0.104167	
YOR161WA                	0.2632	0.4211	0.3000	0.2500	0.094	0.082	0.417	61.00	0.542	0.487	 24	 26	-0.473077	0.076923	
YOR161WB                	0.1642	0.2985	0.4688	0.3103	0.064	-0.052	0.380	47.54	0.481	0.446	 79	 86	-0.152326	0.081395	
YOR162C                  	0.3957	0.2287	0.4450	0.2160	0.145	0.070	0.447	51.03	0.337	0.378	783	810	-0.358272	0.100000	
YOR163W                  	0.4088	0.2847	0.4196	0.2030	0.181	0.181	0.516	49.34	0.363	0.426	182	188	-0.931915	0.063830	
YOR164C                  	0.4609	0.2387	0.4112	0.2320	0.194	0.089	0.469	40.91	0.340	0.351	303	312	-0.227885	0.147436	
YOR165W                  	0.4855	0.1812	0.4181	0.2342	0.182	0.092	0.473	47.74	0.303	0.370	752	776	-0.404382	0.092784	
YOR166C                  	0.4203	0.2253	0.4577	0.2278	0.158	0.058	0.461	48.04	0.328	0.357	445	458	-0.495415	0.087336	
YOR167C                  	0.3889	0.3519	0.3276	0.1091	0.528	0.601	0.754	36.46	0.385	0.453	 65	 67	-0.438806	0.014925	
YOR168W                  	0.4943	0.2179	0.3907	0.2011	0.269	0.277	0.578	40.98	0.314	0.378	784	809	-0.659333	0.100124	
YOR169C                  	0.4231	0.3077	0.4896	0.0506	0.172	0.142	0.514	36.61	0.301	0.327	146	154	0.102597	0.188312	
YOR170W                  	0.3855	0.2651	0.5152	0.1321	0.131	-0.022	0.432	49.16	0.305	0.310	 95	101	0.124753	0.138614	
YOR171C                  	0.4052	0.2355	0.4145	0.2330	0.155	0.049	0.439	48.77	0.353	0.385	606	624	-0.398718	0.073718	
YOR172W                  	0.3945	0.2174	0.3972	0.3060	0.120	0.017	0.419	53.56	0.384	0.380	761	786	-0.352163	0.105598	
YOR173W                  	0.3887	0.2933	0.3130	0.3241	0.164	0.106	0.482	55.54	0.450	0.413	340	353	-0.453824	0.107649	
YOR174W                  	0.3702	0.2548	0.4554	0.2500	0.147	0.059	0.448	56.33	0.372	0.406	277	284	-0.732042	0.059859	
YOR175C                  	0.4523	0.2220	0.4106	0.2081	0.212	0.209	0.531	46.28	0.323	0.373	586	619	-0.228433	0.153473	
YOR176W                  	0.4252	0.2658	0.3624	0.2271	0.169	0.119	0.479	50.22	0.376	0.413	378	393	-0.389567	0.106870	
YOR177C                  	0.4224	0.2702	0.4337	0.2852	0.147	0.018	0.445	55.96	0.383	0.362	454	464	-1.064440	0.073276	
YOR178C                  	0.4633	0.2459	0.3593	0.2098	0.149	0.030	0.431	52.34	0.348	0.378	778	793	-0.668979	0.087011	
YOR179C                  	0.3241	0.2759	0.4406	0.2500	0.121	0.013	0.436	52.40	0.392	0.394	181	188	-0.311170	0.042553	
YOR180C                  	0.4037	0.2339	0.4158	0.2283	0.112	0.000	0.411	56.15	0.351	0.380	265	271	0.097417	0.095941	
YOR181W                  	0.4007	0.1498	0.4521	0.1947	0.105	0.063	0.407	49.11	0.283	0.473	621	633	-0.726540	0.055292	
YOR182C                  	0.4783	0.2174	0.3704	0.1667	0.748	0.790	0.869	24.69	0.311	0.413	 61	 63	-0.976191	0.047619	
YOR183W                  	0.3426	0.2593	0.5155	0.1023	0.075	-0.100	0.323	55.34	0.298	0.408	124	129	-0.387597	0.093023	
YOR184W                  	0.4519	0.2628	0.3591	0.2119	0.258	0.279	0.576	44.19	0.359	0.408	387	395	-0.205570	0.083544	
YOR185C                  	0.4765	0.2706	0.3671	0.1905	0.257	0.229	0.549	43.02	0.347	0.405	213	220	-0.383636	0.109091	
YOR186CA                	0.3158	0.2807	0.3269	0.3061	0.082	-0.091	0.348	40.25	0.470	0.440	 66	 69	-0.314493	0.057971	
YOR186W                  	0.3276	0.3362	0.3366	0.3034	0.132	0.107	0.478	51.79	0.478	0.433	138	144	-0.001389	0.097222	
YOR187W                  	0.4943	0.2131	0.3411	0.1699	0.291	0.344	0.604	41.51	0.305	0.420	419	437	-0.200000	0.050343	
YOR188W                  	0.4234	0.2204	0.4677	0.2029	0.127	0.008	0.413	52.74	0.316	0.394	1095	1137	-0.876869	0.086192	
YOR189W                  	0.3780	0.2439	0.5275	0.1609	0.101	-0.088	0.354	50.70	0.301	0.414	113	116	-1.325862	0.060345	
YOR190W                  	0.4553	0.2363	0.3846	0.2632	0.147	0.006	0.426	50.80	0.358	0.384	425	445	-0.482697	0.134831	
YOR191W                  	0.4035	0.2327	0.4447	0.2335	0.136	0.039	0.435	52.94	0.345	0.384	1576	1619	-0.661149	0.066090	
YOR192C                  	0.4643	0.3095	0.2616	0.1773	0.264	0.329	0.606	45.28	0.392	0.411	561	599	0.284808	0.163606	
YOR192CA                	0.4273	0.2413	0.4795	0.1424	0.179	0.141	0.498	46.93	0.295	0.384	424	438	-0.800685	0.084475	
YOR192CB                	0.4186	0.2375	0.4878	0.1521	0.153	0.059	0.453	49.05	0.296	0.371	1725	1770	-0.695650	0.083051	
YOR192CC                	0.4921	0.1746	0.4545	0.1364	0.157	0.068	0.466	39.66	0.233	0.312	 73	 78	-0.143590	0.102564	
YOR193W                  	0.4334	0.1945	0.4852	0.2116	0.131	-0.026	0.402	50.68	0.295	0.324	366	376	-0.396277	0.111702	
YOR194C                  	0.4019	0.2488	0.4183	0.3000	0.118	-0.025	0.429	49.66	0.389	0.393	280	286	-0.946853	0.048951	
YOR195W                  	0.4349	0.2246	0.5000	0.2621	0.160	0.002	0.437	51.88	0.331	0.327	807	821	-1.165408	0.037759	
YOR196C                  	0.4618	0.1407	0.3913	0.2451	0.141	0.132	0.472	46.69	0.304	0.412	398	414	-0.529710	0.060386	
YOR197W                  	0.4822	0.2189	0.3562	0.2411	0.172	0.162	0.502	47.01	0.343	0.424	414	432	-0.708333	0.090278	
YOR198C                  	0.3902	0.3574	0.3783	0.2767	0.406	0.429	0.675	39.72	0.439	0.377	467	470	-1.056170	0.038298	
YOR199W                  	0.4268	0.1585	0.5070	0.2581	0.089	-0.126	0.350	41.01	0.290	0.343	100	109	-0.210092	0.128440	
YOR200W                  	0.3739	0.2087	0.3814	0.2360	0.087	-0.019	0.384	59.04	0.360	0.396	125	132	0.396970	0.121212	
YOR201C                  	0.3647	0.2918	0.2993	0.3381	0.119	0.035	0.428	53.42	0.475	0.434	402	412	-0.364563	0.087379	
YOR202W                  	0.3539	0.2921	0.3121	0.2930	0.092	0.003	0.400	61.00	0.456	0.491	215	220	-0.085000	0.045455	
YOR203W                  	0.5000	0.1932	0.3600	0.3433	0.094	-0.157	0.351	58.96	0.360	0.359	111	117	-0.254701	0.162393	
YOR204W                  	0.4155	0.3592	0.2931	0.1333	0.376	0.427	0.645	38.15	0.411	0.461	586	604	-0.523344	0.086093	
YOR205C                  	0.3932	0.2409	0.4335	0.2432	0.109	-0.055	0.381	55.75	0.358	0.381	544	556	-0.492806	0.102518	
YOR206W                  	0.4412	0.2196	0.4374	0.2185	0.224	0.224	0.546	45.47	0.324	0.362	689	710	-0.576056	0.081690	
YOR207C                  	0.4928	0.1775	0.3948	0.2098	0.229	0.218	0.538	41.27	0.290	0.372	1103	1149	-0.261184	0.074848	
YOR208W                  	0.4367	0.2317	0.4200	0.2414	0.138	0.002	0.419	50.82	0.343	0.351	731	750	-0.484800	0.085333	
YOR209C                  	0.4458	0.2470	0.3831	0.2338	0.207	0.167	0.516	48.16	0.356	0.381	413	429	-0.478788	0.114219	
YOR210W                  	0.3273	0.2727	0.5400	0.1489	0.436	0.467	0.672	28.48	0.328	0.367	 67	 70	-0.272857	0.085714	
YOR211C                  	0.4187	0.2035	0.4207	0.2390	0.150	0.057	0.437	50.80	0.334	0.375	856	881	-0.393190	0.060159	
YOR212W                  	0.4422	0.1936	0.4323	0.1934	0.128	0.020	0.421	49.33	0.297	0.396	404	423	-0.358865	0.085106	
YOR213C                  	0.3859	0.2174	0.4514	0.2866	0.094	-0.118	0.349	55.89	0.362	0.395	235	248	-0.409274	0.096774	
YOR214C                  	0.4167	0.1875	0.4333	0.2099	0.118	-0.011	0.404	50.91	0.307	0.376	228	236	0.083474	0.097458	
YOR215C                  	0.3386	0.2992	0.4056	0.2857	0.223	0.220	0.549	45.35	0.423	0.384	175	185	-0.524324	0.070270	
YOR216C                  	0.3560	0.2686	0.4752	0.2709	0.166	0.104	0.485	54.56	0.381	0.379	472	484	-1.067149	0.033058	
YOR217W                  	0.4501	0.1878	0.4214	0.2029	0.158	0.093	0.459	46.80	0.301	0.396	838	861	-0.524158	0.059233	
YOR218C                  	0.4841	0.3889	0.1724	0.1200	0.193	0.169	0.522	44.89	0.433	0.424	134	139	0.308633	0.165468	
YOR219C                  	0.4157	0.2590	0.4352	0.1959	0.144	0.041	0.445	53.73	0.342	0.380	904	931	-0.498818	0.129968	
