ORF	Length	RPF	mRNA	TE	IP	FEatg	FEcap	cRPF	cTE	uATG	utr	gc	pE	Ai	S
YOR129C	893	4.99	16.15	0.308978328173375	0.000378329730921205	-6.6	NA	0.749883940495317	0.046432442135933	NA	NA	NA	0.000409056276569373	1.08756632891952	0.0171106089626939
YOR130C	292	19.75	30.34	0.650955833882663	0.000768533615482412	-0.4	-6.7	2.78348520061207	0.0917430850564294	0	59	0.406779661016949	0.000779298368300956	2.04314318386491	0.061239159591967
YOR131C	218	67.02	51.92	1.29083204930663	0.00147266664455167	-1.7	-11.9	9.487105102815	0.182725444969472	0	95	0.357894736842105	0.0014998672449982	3.49637422894746	0.201696045471312
YOR132W	551	42.03	63.15	0.665558194774347	0.000843373975681688	0	-1.2	5.73367128539533	0.0907944779951755	0	71	0.394366197183099	0.000827775710634204	4.25262004156456	0.135392906806283
YOR136W	369	478.4	361.18	1.32454731712719	0.00209568669644342	0	-6.8	67.3300163493036	0.186416790379599	0	90	0.366666666666667	0.0021220860357731	24.3224276581518	1.98516477267175
YOR137C	622	2.31	17.01	0.135802469135802	0.000163767654388629	-0.7	NA	0.320927120891556	0.0188669677184924	NA	NA	NA	0.000163697350764956	1.14548007770409	0.00721200207977672
YOR138C	671	25.94	40.27	0.644151974174323	0.000733294158309863	-1.2	-9.2	3.98202041829111	0.098883049870651	0	66	0.393939393939394	0.000809898916992026	2.71184495762161	0.084473857470309
YOR140W	766	13.6	24.54	0.554197229013855	0.000652221384481883	0	NA	1.91673874898076	0.0781067134873985	NA	NA	NA	0.000661360313382859	1.65256208741084	0.0420361146159485
YOR141C	881	38.02	48.32	0.786837748344371	0.00101087365350887	-1.3	-6.1	5.28495099958356	0.109373985918534	0	22	0.363636363636364	0.00101098523333622	3.25394458287252	0.126526535514558
YOR142W	329	257.45	193.57	1.33000981557059	0.00216764080069771	-1.8	NA	35.3189373823001	0.182460801685696	NA	NA	NA	0.00213954355399347	13.0353073863128	1.07267722664265
YOR143C	319	24.64	29.47	0.836104513064133	0.00111225086081001	-0.8	-12.2	3.29133930028674	0.11168440109558	0	51	0.411764705882353	0.00106894112208129	1.9845560193968	0.0815912899310458
YOR144C	791	9.1	24.64	0.369318181818182	0.000443608160630058	-5.3	NA	1.34011103318759	0.0543876231001459	NA	NA	NA	0.000470021797910799	1.65929624424625	0.0299963616918177
YOR145C	274	186.64	163.09	1.14439879820958	0.00161583965131774	-1.2	-11.3	26.2367176702233	0.1608726327195	0	22	0.363636363636364	0.0016342636438154	10.9827363828783	0.690334106928718
YOR147W	622	11.57	31.57	0.36648717136522	0.00044681671011104	-0.5	-6.5	1.59962111819385	0.0506690249665458	0	38	0.394736842105263	0.000444459566933364	2.12597331294051	0.0363426606915934
YOR148C	185	20.35	43.36	0.469326568265683	0.000553778226054045	-5.2	NA	2.79168602264158	0.0643839027361988	NA	NA	NA	0.000546584254117186	2.91993040383594	0.06138415314826
YOR149C	516	8.56	29	0.295172413793103	0.000342156771330724	-3.1	NA	1.26351537123339	0.0435694955597721	NA	NA	NA	0.000363371604262844	1.95290548227035	0.027293476848703
YOR150W	163	88.2	112.02	0.787359400107124	0.00106340277049413	0	-12.9	11.2199344781699	0.100160100679967	0	28	0.392857142857143	0.000973281806438982	7.54360248703187	0.282386579062922
YOR151C	1224	126.04	245.92	0.512524398178269	0.000839085360990676	0	NA	18.8694227178101	0.0767299232181607	NA	NA	NA	0.000903806469409476	16.5606384896525	0.575677392480751
YOR152C	256	6.86	24.03	0.285476487723679	0.000357858066862216	-2.1	-4.4	0.879371845202879	0.0365947501124794	7	591	0.414551607445008	0.000330048934224968	1.61821788755022	0.0205419649665281
YOR153W	1511	885.51	1503.82	0.588840419731085	0.000958710333868686	0	NA	117.464929447282	0.0781110302079251	NA	NA	NA	0.000915000313580963	101.269597322338	3.5639120502368
YOR154W	587	10.26	25.57	0.401251466562378	0.000487689995821928	-1.8	NA	1.35078457429779	0.0528269289909186	NA	NA	NA	0.000461957115168351	1.72192390281561	0.0305944230263126
YOR155C	450	30.64	43.42	0.705665591893137	0.000863554808682284	-1.4	-5.6	4.37681202578226	0.100801750939251	0	33	0.393939393939394	0.000887519947967244	2.92397089793719	0.0998108653536518
YOR157C	261	346.89	266.06	1.30380365331128	0.00176806507387981	-1.3	-9.5	47.8014718711085	0.179664255698371	0	38	0.394736842105263	0.00175293905184151	17.9168976763051	1.2079703701786
YOR158W	318	48.37	52.31	0.92467979353852	0.00123260222214162	-0.3	NA	6.47442561220616	0.123770323307325	NA	NA	NA	0.00118704500938998	3.52263744060558	0.16082804591389
YOR159C	94	121.86	60.73	2.00658653054504	0.00261161871016322	-2.8	-6.1	13.9148997607208	0.229127280762734	0	45	0.377777777777778	0.00214559506587305	4.08965344614752	0.337490009814801
YOR160W	972	22.91	37.87	0.604964351729601	0.00077262854664332	-1.9	-7	3.48065287057558	0.0919105590328909	1	69	0.376811594202899	0.00084455017425233	2.55022519357165	0.0828381973697547
YOR161C	539	17.59	38.62	0.455463490419472	0.000567877652767549	-0.9	-12.2	2.46269531344027	0.0637673566400898	2	166	0.379518072289157	0.000572029867327206	2.60073136983727	0.0572190777092967
YOR162C	810	4.94	19.93	0.247867536377321	0.000307953528809768	0	NA	0.746705233400377	0.037466394049191	NA	NA	NA	0.000334908764692887	1.34211745729821	0.0172879576806346
YOR163W	188	150.19	112.57	1.33419205827485	0.00195178249829018	-2.5	-10.9	19.6337647251692	0.174413828952378	0	38	0.394736842105263	0.00183574801228103	7.58064034962665	0.53523636360171
YOR164C	312	191.4	165.63	1.15558775584133	0.00172905652132748	0	NA	25.8680446936033	0.15617970593252	NA	NA	NA	0.00168131830585473	11.1537839664978	0.72127158317007
YOR165W	776	81.64	111.75	0.730559284116331	0.00102028026472912	-1	-9.8	12.1866024618425	0.109052371023199	0	43	0.372093023255814	0.00109576699848291	7.52542026357624	0.317157968251592
YOR166C	458	13.1	29.77	0.440040309035942	0.000622553457975182	-5.5	-8.8	1.81899290189422	0.0611015418842531	0	39	0.41025641025641	0.000621949954765372	2.00475848990304	0.0479561327734882
YOR167C	67	4423.07	2739.16	1.61475415820909	0.00437379144302928	-0.8	-7.5	452.013149738645	0.165018892557808	0	13	0.384615384615385	0.00321591387433595	184.459330372953	22.8155892229654
YOR168W	809	346.74	375.53	0.923335019838628	0.00154588881283753	-0.1	-8.1	48.6652336576458	0.129590801421047	0	29	0.379310344827586	0.00156103343282884	25.2887791640339	1.51833191348009
YOR171C	624	49.66	60.73	0.817717767166145	0.00107923437161799	-1.3	NA	7.20991242026374	0.118720770957743	NA	NA	NA	0.0011273483267536	4.08965344614752	0.177325537289097
YOR172W	786	5.09	25.42	0.200236034618411	0.000235842177472953	-4.1	NA	0.736886853819341	0.0289884678921849	NA	NA	NA	0.000245653855334763	1.71182266756249	0.0161736860744678
YOR173W	353	10.52	20.63	0.50993698497334	0.000672932867761051	-2	NA	1.37846710221541	0.0668185701510133	NA	NA	NA	0.00063441214601167	1.38925655514611	0.0338985089427317
YOR174W	284	25.28	37.08	0.681769147788565	0.000876838434345467	-1.1	NA	3.44961100870782	0.0930315806016133	NA	NA	NA	0.000860858388163635	2.49702535457188	0.0826763546900182
YOR175C	619	75.56	126.81	0.59585206214021	0.000913771229414037	-0.2	-9.4	9.64529020773054	0.0760609589758737	0	96	0.364583333333333	0.00083922789722407	8.53958428298974	0.275640667730046
YOR176W	393	126.19	113.33	1.1134739257037	0.00157209559766087	0	NA	17.5976767769028	0.15527818562519	NA	NA	NA	0.00157735130669928	7.6318199415758	0.463002352205317
YOR177C	464	2.56	5.2	0.492307692307692	0.000594349608784584	-3.2	NA	0.359435104853773	0.0691221355488025	NA	NA	NA	0.000600401251664179	0.350176155441579	0.00808639238577208
YOR179C	188	40.08	39.53	1.01391348343031	0.00125839300271017	-1.5	NA	5.4457437961992	0.137762301952927	NA	NA	NA	0.00123016925688276	2.66201219703954	0.125950983317114
YOR181W	633	34.86	32.34	1.07792207792208	0.00124124629800391	0	NA	4.78053331803758	0.147821067348101	NA	NA	NA	0.00122468955793625	2.17782632057321	0.102583121300182
YOR185C	220	94.45	74.49	1.2679554302591	0.00214302096564736	-0.1	-5.8	13.0753036791498	0.17553099314203	0	59	0.406779661016949	0.00213449589558737	5.01627342670062	0.41181596309371
YOR187W	437	237.46	274.34	0.86556827294598	0.00145476254186152	0	-10	33.0756528153196	0.120564455840634	0	85	0.376470588235294	0.00145790475799416	18.4744858622775	1.03592464769654
YOR188W	1137	21.02	42.9	0.48997668997669	0.000605321218608015	-2.9	NA	3.21525532992964	0.0749476766883367	NA	NA	NA	0.000666174086341252	2.88895328239303	0.074020992822336
YOR189W	116	108.08	75.94	1.42322886489334	0.00162310007003403	-2.6	NA	12.9675385317275	0.170760317773605	NA	NA	NA	0.00140112405648584	5.11391870081414	0.275585942870134
YOR191W	1619	12.21	42.86	0.284881007932805	0.000350248341972669	-0.6	-9.1	2.0137718964003	0.0469848785907676	0	35	0.4	0.000415613630159335	2.88625961965886	0.0461372630041816
YOR193W	376	6.36	24.74	0.257073565076799	0.00033298478723724	-1.4	NA	0.837059759336692	0.0338342667476432	NA	NA	NA	0.00031531368745961	1.66603040108167	0.0202046995840336
YOR194C	286	77.95	58.34	1.3361330133699	0.00170798121059309	-2.9	NA	10.8898796942836	0.186662319065541	NA	NA	NA	0.00171675821102234	3.9287070977811	0.25940923726221
YOR195W	821	32.09	41.6	0.771394230769231	0.00106324060546394	-0.7	-8.8	4.54744402976725	0.109313558407867	0	71	0.394366197183099	0.00108404742344144	2.80140924353263	0.116802325863714
YOR196C	414	36.53	51.12	0.714593114241002	0.00090606399641309	0	NA	5.05003784974035	0.0987879078587705	NA	NA	NA	0.000901203597189691	3.44250097426414	0.119322856205225
YOR197W	432	227.5	206.89	1.09961815457489	0.00143025365985422	0	-12.2	31.8905975639519	0.154142769413466	0	17	0.294117647058824	0.00144249197580685	13.9322970767901	0.772970259147188
YOR198C	470	673.44	446.71	1.50755523717848	0.0028748585768662	-0.9	NA	96.4351919444247	0.215878739997817	NA	NA	NA	0.0029619123884982	30.0821519994823	3.42694994922894
YOR201C	412	23.13	47.9	0.482881002087683	0.000554619147676119	-2.6	-12.9	3.2559809143535	0.0679745493601983	0	19	0.263157894736842	0.000561720351507807	3.22566112416378	0.0696892115580902
YOR202W	220	155.97	112.3	1.38886910062333	0.00145046489134533	0	NA	21.878805939452	0.194824629914978	NA	NA	NA	0.00146389135907974	7.56245812617103	0.425792965550158
YOR204W	604	772.57	666.85	1.15853640248932	0.00233970656608938	0	-6	107.139611705675	0.160665234618993	0	20	0.3	0.00233449368886503	44.9067248569648	4.03209483716087
YOR205C	556	5.81	27.62	0.210354815351195	0.000249045714554409	-0.4	-15	0.847384388600071	0.0306801009630728	1	9	0.555555555555556	0.000261337950841692	1.85997411794162	0.0186954547923633
YOR206W	710	120.27	139.54	0.861903396875448	0.00129523250296874	0	-6.7	16.5307059841912	0.118465715810457	0	30	0.4	0.00128085776930625	9.39684244813807	0.462923794486325
YOR207C	1149	61.54	107.73	0.571242922120115	0.000894155664027084	-4.3	-10.3	9.35351862609558	0.0868237132284004	0	24	0.333333333333333	0.000977799334957545	7.25470715879256	0.27283260904535
YOR208W	750	4.06	17.59	0.230812961910176	0.000295831421877953	-2.3	-7.1	0.607978213885477	0.034563855252159	0	167	0.383233532934132	0.000318731778897532	1.1845381873495	0.0145211524471524
YOR209C	429	175.58	187.8	0.93493077742279	0.00145605864341338	-1.7	NA	23.9524810646739	0.12754249768197	NA	NA	NA	0.0014291355077524	12.6467465369093	0.695150558978534
YOR210W	70	607.55	384.58	1.57977533933122	0.00310215885091185	0	-2.7	61.3070363193295	0.159412960422616	0	58	0.396551724137931	0.00225222311720511	25.8982203576389	2.24340656092101
YOR211C	881	31.67	57.48	0.550974251913709	0.000736660044995378	-1.9	-4.9	4.45260980643414	0.0774636361592577	1	192	0.385416666666667	0.000745165556419915	3.87079334899653	0.11093776460352
YOR212W	423	97.63	124.73	0.782730698308346	0.000981051808243091	-2.7	NA	13.4123163901304	0.107530797643954	NA	NA	NA	0.000969686892247466	8.39951382081311	0.313265325126689
YOR213C	248	16.9	30.16	0.560344827586207	0.000617167326470074	-1.8	NA	2.2603985670647	0.0749469020910046	NA	NA	NA	0.000593909574666722	2.03102170156116	0.0463939705735796
YOR215C	185	73.93	57.46	1.28663418029934	0.00195340291156005	-4	NA	9.75479519834567	0.169766710726517	NA	NA	NA	0.00185442110982978	3.86944651762945	0.275983973294206
YOR216C	484	46.5	61.11	0.760922925871379	0.000993292030695149	0	NA	6.26725262571457	0.102556907637286	NA	NA	NA	0.000963208444191192	4.1152432421221	0.152455270796644
YOR217W	861	51.52	71.79	0.717648697590194	0.000935553404849228	-2.5	NA	7.88521284677272	0.109837203604579	NA	NA	NA	0.00103020874534211	4.83445119214442	0.191557457579876
YOR219C	931	15.55	32.77	0.474519377479402	0.000621667895485976	-0.4	-12.2	2.16978686868309	0.0662125989833106	0	51	0.411764705882353	0.000624114403094305	2.20678319496549	0.0529725067878627
YOR220W	265	65.43	45.5	1.43802197802198	0.0016293144626511	0	-4.5	8.70859328872512	0.191397654697255	0	1	1	0.00156025320315835	3.06404136011382	0.183872321027971
YOR221C	360	34.16	46.62	0.732732732732733	0.00091752910476607	-0.9	-8.7	4.72487154711193	0.101348596034147	0	53	0.415094339622642	0.000913084720648528	3.13946391667047	0.110253712820738
YOR222W	307	26.25	52.74	0.497724687144482	0.000663509256346322	0	NA	3.50875854735766	0.0665293619142521	NA	NA	NA	0.000638102202815221	3.55159431499786	0.0871646213810058
YOR223W	292	30.69	20.9	1.46842105263158	0.00157226700878778	-0.2	NA	4.25031554472382	0.203364380130326	NA	NA	NA	0.00156664165144482	1.40743877860173	0.0848058543236963
YOR224C	146	510.69	372.15	1.37226924627166	0.00210620264460239	-2.1	NA	59.2599275976704	0.159236672303293	NA	NA	NA	0.00175842155405294	25.0611646629969	1.69492661973398
YOR226C	156	156.83	124.93	1.25534299207556	0.00145507303737085	0	-3.1	19.756773845658	0.158142750705659	0	22	0.363636363636364	0.00131883590279719	8.41298213448394	0.426743957251875
YOR227W	1246	8.06	38.83	0.207571465361834	0.000252675529417109	-2.6	-8.4	1.33199477741373	0.0343032391813993	1	233	0.373390557939914	0.000300434461142496	2.61487309919164	0.0302153073273711
YOR228C	302	8.09	14.83	0.545515846257586	0.000630928937838169	0	-7.8	1.07029798535901	0.0721711385946733	0	221	0.375565610859729	0.00060055904938799	0.998675458692042	0.0230678301584311
YOR229W	467	21.66	32.67	0.662993572084481	0.000917978882471408	0	NA	3.01328313227601	0.092233949564616	NA	NA	NA	0.000918825968382079	2.20004903813008	0.0777485456903049
YOR230W	437	445.56	410.73	1.08480023373019	0.00174066244423959	-1.2	NA	61.4754038218106	0.149673517448958	NA	NA	NA	0.00172794070874589	27.6592023701	1.83821006718218
YOR231W	508	14.12	34.59	0.408210465452443	0.000458926378573307	-1	-11	1.91595368987025	0.0553903928843669	1	142	0.359154929577465	0.000448035487208962	2.32934484937004	0.0401395828640459
YOR232W	228	407.33	316.88	1.28543928300934	0.00224411402824673	0	-13	55.0984447970349	0.173877950003266	0	118	0.355932203389831	0.00218402168513198	21.339196180063	1.79251027694396
YOR233W	800	18.95	41.77	0.453674886282021	0.000555857402096183	-1.1	NA	2.88884535321691	0.0691607697681808	NA	NA	NA	0.00060967383180161	2.81285731015284	0.0659586728689251
YOR234C	107	2188.83	1558.79	1.40418529757055	0.00419136774781718	0	-4.8	262.809342255085	0.16859829884403	0	32	0.40625	0.00362079232586378	104.971363334765	14.6184425691529
YOR236W	211	54.38	64.84	0.838679827267119	0.000990168770275146	-1.1	-14.7	7.2899965682443	0.11243054546953	0	15	0.333333333333333	0.000955028709738322	4.36642729208308	0.160387054727857
YOR237W	434	2.73	4.88	0.559426229508197	0.000728436307438293	-1.7	NA	0.364519305470937	0.0746965789899462	NA	NA	NA	0.000699791323343061	0.328626853568251	0.00884500849017665
YOR238W	303	22.92	32.32	0.709158415841584	0.000977377029607806	-0.6	NA	3.14377694773003	0.0972703263530331	NA	NA	NA	0.000964535733845769	2.17647948920612	0.0807420092816035
YOR239W	628	165.47	127.27	1.30014928891333	0.00214237269422355	0	NA	24.4266422778145	0.191927730634199	NA	NA	NA	0.00227540449611856	8.57056140443265	0.750057459765625
YOR241W	548	54.02	77.77	0.694612318374695	0.000924409352606897	-3.9	NA	7.97754068136656	0.102578638052804	NA	NA	NA	0.000982195320248992	5.23715377090223	0.197842612507867
YOR243C	676	86.5	113.5	0.762114537444934	0.00115058125226101	-3.6	NA	13.0080926182617	0.114608745535346	NA	NA	NA	0.00124489834162	7.64326800819601	0.365965064152324
YOR244W	445	20.03	31.96	0.626720901126408	0.000861936849209526	-1.5	-8.8	2.80804155127866	0.0878611248835626	0	30	0.4	0.00086939494478169	2.15223652459863	0.0719670597869446
YOR245C	418	24.16	34.5	0.700289855072464	0.000916131007217173	-0.4	NA	3.30994216140217	0.0959403525044109	NA	NA	NA	0.000903025760404326	2.32328410821817	0.0806917460945769
YOR246C	330	44.35	107.83	0.411295557822498	0.000483476074124099	-2.4	-11.1	6.06192508590334	0.0562174263739529	1	64	0.40625	0.000475456741759794	7.26144131562798	0.13278850878494
YOR247W	210	464.3	324.35	1.43147834129798	0.0018720100882138	0	-6	63.5197708736484	0.195837123088171	0	234	0.376068376068376	0.00184262732042242	21.8422376956685	1.54796553527689
YOR249C	685	8.06	19.61	0.411014788373279	0.000499730749574212	-1	NA	1.18401072280571	0.0603779052935091	NA	NA	NA	0.000528172456080913	1.32056815542488	0.0268264510028077
YOR250C	445	27.84	37.05	0.751417004048583	0.000838867766350031	0	-4.8	3.97904455707726	0.107396614226107	0	44	0.363636363636364	0.000862625238367646	2.49500510752125	0.0827790144463082
YOR251C	304	96.14	77.87	1.23462180557339	0.00163617784052075	0	NA	13.3294381683615	0.171175525470162	NA	NA	NA	0.001632139649722	5.24388792773765	0.32918297713689
YOR252W	178	134.35	64.7	2.07650695517774	0.00281884269011632	0	-4.3	17.4712616462228	0.270034955892161	0	33	0.393939393939394	0.00263740314110999	4.3569994725135	0.441967849793141
YOR253W	176	173.43	159.11	1.09000062849601	0.00170075236432989	0	-7.4	21.5441341415054	0.135404023263813	0	20	0.3	0.00152007489310711	10.7147169408288	0.626429700327047
YOR254C	663	172.86	215.79	0.801056582788823	0.00111164377262332	-1.6	NA	24.7372700776847	0.114635850028661	NA	NA	NA	0.00114456901165474	14.531637035142	0.63971005534761
YOR256C	809	17.6	41.85	0.420549581839904	0.000532508498960281	-1.2	NA	2.48261326301865	0.0593217028200394	NA	NA	NA	0.000540433210319063	2.81824463562117	0.058579730611278
YOR257W	161	101.29	39.43	2.56885620086229	0.00301363832895988	0	NA	13.2539381757276	0.33613842697762	NA	NA	NA	0.00283719105688264	2.65527804020413	0.289751196507847
YOR258W	217	8.75	15.42	0.567444876783398	0.000718096313128856	0	NA	1.13056883323085	0.0733183419734661	NA	NA	NA	0.000667560659449128	1.03840698402099	0.0266615250396013
YOR259C	437	247.95	215.11	1.15266607782065	0.00169907170911459	0	-6.1	34.2084131824152	0.159027535597672	0	22	0.363636363636364	0.00168655150007908	14.4858447686612	0.939658585557625
YOR260W	578	95.98	154.37	0.621752931269029	0.000787791430507055	-0.2	NA	14.032070980892	0.0908989504495177	NA	NA	NA	0.000828650433163694	10.3955179068301	0.331317323709835
YOR261C	338	257.8	257.29	1.00198219907497	0.00156488078824722	0	-7.6	35.8044329164929	0.139159830994181	0	93	0.354838709677419	0.00156370284935794	17.3263121218392	1.04204629360711
